S;MuR;SigmaR;MuD;SigmaD;MuA;SigmaA;RhoA;MuB;SigmaB;Intra;SelfReg;scaling;DistB;ParsID;Stable;SAD;SD;Real;Imaginary;MeanB
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,95851910990836e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,95122113650364e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,93420305227513e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,91927143095082e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,89401490211654e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,89292080126579e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,89132496934683e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,88904003968068e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,88552276437908e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,87906337228280e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,86966886016425e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,86413510472794e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,83267250146094e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,81868863517644e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,010000000000000;-9,80737078786310e-01;0,00000000000000e+00;-8,19844869441094e-09
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,29097575929607e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,19160000696193e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,17062274951182e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,16047426738781e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,14391545161565e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,12447446426500e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,10955277398623e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,09925779746615e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,08664350059410e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,08253924388525e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,07726898573950e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,07044101055675e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,04778413590717e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,03985580148915e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,02651082383680e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,00643409236882e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,00297080715760e+00;6,20196048521485e-02;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,00297080715760e+00;-6,20196048521485e-02;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,00144272019169e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-1,00037991463542e+00;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,99912763674241e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,91646891072109e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,86710421164410e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,85550017756150e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,82344757742944e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,73187003676171e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,67884640276440e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,66635352976957e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,58465981517397e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,44698177918871e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,34915707490176e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,23969168962446e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,11414851209379e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,03970465380187e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-9,01492604267699e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-8,80898687671270e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-8,15740155447692e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-7,73248732408118e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-7,50061777164770e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,114444444444444;-7,11136728212052e-01;0,00000000000000e+00;-1,03204504187243e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,51691078853503e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,39679865183657e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,36231408013118e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,28764577159351e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,26104700540532e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,20543222667598e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,18577206686780e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,15927400080779e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,13068949741143e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,12548269922967e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,11813647299166e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,11220488679515e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,10881792140060e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,10307609017558e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,08526253018860e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,07713551743051e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,07612800425503e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,07106001281679e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,01817488486475e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,01036504035985e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-1,00762251255778e+00;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-9,91826833353699e-01;1,41395964238095e-01;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-9,91826833353699e-01;-1,41395964238095e-01;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-9,41964291275255e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-9,30206751949441e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-9,24863377578068e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-9,11368843308550e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-8,86199740165527e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-8,57586797768130e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-8,38418382821995e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-8,18968085424673e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-8,08913137360873e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-7,93454942292875e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-7,79694307722791e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-7,75484914508537e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-7,22606207040160e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-6,94761184835996e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-6,80749491899221e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-6,48368862119577e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,218888888888889;-5,83386352890336e-01;0,00000000000000e+00;-3,37849902901584e-06
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,323333333333333;-1,58850517823084e+00;0,00000000000000e+00;-2,65750576106648e-05
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,323333333333333;-1,49922601209533e+00;0,00000000000000e+00;-2,65750576106648e-05
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,323333333333333;-1,49218415645525e+00;0,00000000000000e+00;-2,65750576106648e-05
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,323333333333333;-1,46618364539355e+00;0,00000000000000e+00;-2,65750576106648e-05
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,323333333333333;-1,41766428897747e+00;0,00000000000000e+00;-2,65750576106648e-05
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,323333333333333;-1,34287069127913e+00;0,00000000000000e+00;-2,65750576106648e-05
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,323333333333333;-1,33071623892865e+00;0,00000000000000e+00;-2,65750576106648e-05
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,323333333333333;-1,30779004455980e+00;0,00000000000000e+00;-2,65750576106648e-05
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,323333333333333;-1,28196955229111e+00;0,00000000000000e+00;-2,65750576106648e-05
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,323333333333333;-1,27660262526031e+00;0,00000000000000e+00;-2,65750576106648e-05
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,323333333333333;-1,26029008629771e+00;0,00000000000000e+00;-2,65750576106648e-05
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,323333333333333;-1,20605669169684e+00;0,00000000000000e+00;-2,65750576106648e-05
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,323333333333333;-1,17588650994188e+00;0,00000000000000e+00;-2,65750576106648e-05
40;1;0;1;0;0;0;0;0;0;None;Quadratic;FALSE;Normal;0,7439499066676944;TRUE;Carrying Capacities;0,323333333333333;-1,13667647749762e+00;0,00000000000000e+00;-2,65750576106648e-05
